prediction,references
"This is the question: Is thiamine-responsive megaloblastic anemia syndrome inherited ? [/] \n TRMAS is inherited in an autosomal recessive pattern, which means both copies of the gene in each cell have mutations. The parents of an individual with an autosomal recessive condition each carry one copy of the mutated gene, but they typically do not show signs and symptoms of the condition.  Although people who carry one mutated copy of the SLC19A2 gene do not have TRMAS, they are at an increased risk of developing vitamin B12 deficiency. As a result, thiamine supplementation is typically","This condition is inherited in an autosomal recessive pattern, which means both copies of the gene in each cell have mutations. The parents of an individual with an autosomal recessive condition each carry one copy of the mutated gene, but they typically do not show signs and symptoms of the condition.</s>"
"onal. This is the question: How many people are affected by Floating-Harbor syndrome ? [2] The prevalence of Floating-Harbor syndrome is unknown. At least 10 cases have been reported in the scientific literature. However, the disorder may be underdiagnosed because it can be mistaken for other conditions, such as RAPADILINO syndrome, that have overlapping signs and symptoms. It is estimated that RAPADILINO syndrome occurs in about 1 in 1 million people. Researchers suspect that many of the cases of RAPADILINO syndrome that have been reported may actually be Floating-Harbor syndrome.",Floating-Harbor syndrome is a rare disorder; only about 50 cases have been reported in the medical literature.</s>
"re a medical professional. This is the question: What is (are) Juvenile osteoporosis ? [/] \n Juvenile osteoporosis is a rare disorder that causes bones to be thin and brittle. The disorder may occur alone or it may occur in association with other disorders, including juvenile rheumatoid arthritis and osteogenesis imperfecta. There are two forms of juvenile osteoporosis: the classic form and the X-linked form. The classic form is typically diagnosed between the ages of 3 and 18. People with this form have normal bone density early in life, but then b","Juvenile osteoporosis is a condition of bone demineralization characterized by pain in the back and extremities, multiple fractures, difficulty walking, and evidence of osteoporosis. Symptoms typically develop just before puberty. Osteoporosis is rare in children and adolescents. When it does occur, it is usually caused by an underlying medical disorder or by medications used to treat the disorder. This is called secondary osteoporosis. Sometimes, however, there is no identifiable cause of osteoporosis in a child. This is known as idiopathic osteoporosis. There is no established medical or surgical therapy for juvenile osteoporosis. In some cases, treatment is not necessary, as the condition resolves spontaneously. Early diagnosis may allow for preventive steps, including physical therapy, avoidance of weight-bearing activities, use of crutches and other supportive care. A well-balanced diet rich in calcium and vitamin D is also important. In severe, long-lasting cases, medications such as bisphosphonates may be used. In most cases, complete recovery of bone occurs.</s>"
"essional. This is the question: What is (are) Autosomal recessive hyper IgE syndrome ? [/] \n Autosomal recessive hyper IgE syndrome (AR-HIES) is a very rare genetic condition. Symptoms vary from mild to severe. Signs and symptoms may include: recurrent respiratory infections, eczema, food allergies, asthma, recurrent ear infections, and sinusitis. There may also be mild intellectual disability. Affected individuals have an increased risk of developing various types of cancer, especially B-cell malignancies. Autosomal recessive hyper IgE synd","Autosomal recessive hyper IgE syndrome (AR-HIES) is a very rare primary immunodeficiency syndrome characterized by highly elevated blood levels of immunoglobulin E (IgE), recurrent staphylococcal skin abscesses, and recurrent pneumonia. The same features are also seen in the more frequent autosomal dominant HIES syndrome. AR-HIES accounts for only a small minority of HIES cases, with about 130 affected families reported so far. In contrast to AD-HIES, the AR variant is further characterized by extreme hypereosinophilia (increase in the eosinophil count in the bloodstream); susceptibility to viral infections such as Herpes simplex and Molluscum contagiosum; involvement of the central nervous system; T-cell defects; and a high death rate. The dental, skeletal, connective tissue, and facial features present in AD-HIES are absent in AR-HIES. AR-HIES is inherited in an autosomal recessive fashion and is caused by mutations in the DOCK8 gene.</s>"
"e a medical professional. This is the question: What is (are) Alzheimer's Caregiving ? [/] \n Caring for someone with Alzheimers disease can be physically and emotionally exhausting. It may be hard to leave the person in your care with someone else. But it is important to take time for yourself. When you take a break, you can return to caring for your loved one with more energy and patience. Ask a friend, family member, or neighbor to keep the person company. Many assisted living and nursing home facilities have caregiver support groups for just this purpose. If you are feeling overwhelmed, talk to your doctor or a counselor","Here are some ways you can learn more about Alzheimers disease. - Talk with a doctor or other healthcare provider who specializes in Alzheimers disease.  - Check out books or videos about Alzheimers from the library.  - Go to educational programs about the disease.   - Visit the website of the National Institute on Aging's  Alzheimer's Disease and Referral Center (ADEAR).   - The National Institute on Aging has a book, Caring for a Person with Alzheimers Disease, that can be viewed and ordered at www.nia.nih.gov/alzheimers/publication/caring-person-alzheimers-disease  -  Read about  Alzheimer's disease on NIHSeniorHealth. Talk with a doctor or other healthcare provider who specializes in Alzheimers disease. Check out books or videos about Alzheimers from the library. Go to educational programs about the disease. Visit the website of the National Institute on Aging's  Alzheimer's Disease and Referral Center (ADEAR). The National Institute on Aging has a book, Caring for a Person with Alzheimers Disease, that can be viewed and ordered at www.nia.nih.gov/alzheimers/publication/caring-person-alzheimers-disease Read about  Alzheimer's disease on NIHSeniorHealth.</s>"
" This is the question: What is the outlook for Atypical Chronic Myelogenous Leukemia ? [/] \n Prognosis depends on age, overall health, and how fast the leukemia is growing. CML is curable if treated early. The goal of treatment is to get into a remission, meaning no more cancer cells in the body. Sometimes it is difficult to get the leukemia completely under control. In rare cases, CML can progress to acute leukemia. In general, the outlook for those over 60 is poorer than for younger people. However, older people can now live for years with CML because of new drugs. There is some evidence that people",Certain factors affect prognosis (chance of recovery). The prognosis (chance of recovery) for atypical CML depends on the number of red blood cells and platelets in the blood.</s>
", you are a medical professional. This is the question: Is Cowden syndrome inherited ? [/] \n How is Cowden syndrome inherited? Most people with Cowden syndrome have an autosomal dominant pattern of inheritance, which means one copy of the altered PTEN gene in each cell is sufficient to cause the disorder. In some cases, an affected person inherits the mutation from one affected parent. Other cases may result from new mutations in the gene and occur in people with no history of the disorder in their family.  A small number of cases of Cowden syndrome are inherited in an autosomal recessive pattern, which means both copies of the gene","How is Cowden syndrome inherited? Cowden syndrome is inherited in an autosomal dominant manner. This means that to be affected, a person only needs a change (mutation) in one copy of the responsible gene in each cell. In some cases, an affected person inherits the mutation from an affected parent. Other cases may result from new (de novo) mutations in the gene. These cases occur in people with no history of the disorder in their family. A person with Cowden syndrome has a 50% chance with each pregnancy of passing along the altered gene to his or her child.</s>"
"onal. This is the question: How many people are affected by Cyclic Vomiting Syndrome ? [/] \n Cyclic vomiting is a relatively uncommon condition, although the frequency of episodes is unknown. Researchers estimate that approximately 1 in 1,000 people in the United States have the condition.1 The condition occurs in males and females, but females are more likely than males to experience episodes of severe nausea and vomiting.1
                
Cyclic vomiting is a component of a larger condition called functional gastrointestinal disorder. The functional GI disorders are a group of conditions that cause problems with the normal functions of the stomach or int","Cyclic vomiting syndrome is more common in children than adults, although reports of the syndrome in adults have increased in recent years.1 Usually, children are about 5 years old when diagnosed with cyclic vomiting syndrome, which occurs in every three out of 100,000 children.2</s>"
"e a medical professional. This is the question: What is (are) Dubin-Johnson syndrome ? [/] \n Dubin-Johnson syndrome is an inherited disorder that causes severe liver damage. The liver is the bodys largest internal organ. It produces and processes nutrients, including carbohydrates, fats, proteins, and cholesterol. It also removes waste products from the blood and helps to control blood sugar levels.  Researchers have identified at least five forms of Dubin-Johnson syndrome, designated types 1 through 5. Although these types have the same signs and symptoms, they can be distinguished by their genetic cause. All five","Dubin-Johnson syndrome is a condition characterized by jaundice, which is a yellowing of the skin and whites of the eyes. In most affected people jaundice appears during adolescence or early adulthood, although a few individuals have been diagnosed soon after birth. Jaundice is typically the only symptom of Dubin-Johnson syndrome, but some people also experience weakness, mild upper abdominal pain, nausea, and/or vomiting.</s>"
"his is the question: What are the treatments for hereditary hypophosphatemic rickets ? [/.] These resources address the diagnosis or management of hereditary hypophosphatemic rickets:  - Genetic Testing Registry: Hereditary hypophosphatemic rickets  - Genetic Testing Registry: Hypophosphatemic rickets, hereditary  - Genetic Testing Registry: Rickets, hereditary hypophosphatemic   These resources from MedlinePlus offer information about the diagnosis and management of various health conditions:  - Diagnostic Tests  - Drug Therapy  - Surgery and Rehabilitation ","These resources address the diagnosis or management of hereditary hypophosphatemic rickets:  - Gene Review: Gene Review: X-Linked Hypophosphatemia  - Genetic Testing Registry: Autosomal dominant hypophosphatemic rickets  - Genetic Testing Registry: Autosomal recessive hypophosphatemic bone disease  - Genetic Testing Registry: Autosomal recessive hypophosphatemic vitamin D refractory rickets  - Genetic Testing Registry: Familial X-linked hypophosphatemic vitamin D refractory rickets  - Genetic Testing Registry: Hypophosphatemic rickets, autosomal recessive, 2   These resources from MedlinePlus offer information about the diagnosis and management of various health conditions:  - Diagnostic Tests  - Drug Therapy  - Surgery and Rehabilitation  - Genetic Counseling   - Palliative Care</s>"
"professional. This is the question: Do you have information about Environmental Health [/INST] \n Summary : Environmental health is concerned with the effects of pollutants in the air, water, and soil, as well as toxic substances and other factors that may harm our health. Environmental health issues include       -  Air and water pollution    -  Chemical and biological hazards    -  Climate and weather-related health issues    -  Environmental and occupational health hazards    -  Food safety and security    -  Noise    -  Radiation    -  Waste    -  Workplace health and safety        Everyone has a","Summary : Our environment affects our health. If parts of the environment, like the air, water, or soil become polluted, it can lead to health problems. For example, asthma pollutants and chemicals in the air or in the home can trigger asthma attacks.    Some environmental risks are a part of the natural world, like radon in the soil. Others are the result of human activities, like lead poisoning from paint, or exposure to asbestos or mercury from mining or industrial use.    NIH: National Institute of Environmental Health Sciences</s>"
"you are a medical professional. This is the question: What to do for Graves' Disease ? [/] \n To help ensure coordinated and safe care, people with Graves disease should discuss their use of complementary and alternative medicine with their health care provider. Complementary and alternative medicine refers to medical products and practices not generally considered part of conventional medicine. Examples include dietary supplements, vitamins, minerals, herbs, and probiotics. The U.S. National Institutes of Health (NIH) and other organizations have provided information on complementary and alternative medicine to help people make informed decisions about these types of care. Graves disease is rare in the United","- Graves disease is the most common cause of hyperthyroidism in the United States.  - In Graves disease, the immune system stimulates the thyroid gland to make too much thyroid hormone.  - Common symptoms of hyperthyroidism include nervousness or irritability, fatigue or muscle weakness, heat intolerance, trouble sleeping, hand tremors, rapid and irregular heartbeat, frequent bowel movements or diarrhea, weight loss, and goiter.  - People with Graves disease may also have bulging eyes, a condition called Graves ophthalmopathy (GO).  - Graves disease is most often treated with radioiodine therapy, which gradually destroys the cells that make up the thyroid gland. Anti-thyroid medications and surgery to remove the thyroid are sometimes used.  - The eye problems associated with Graves disease may require separate treatment.  - A pregnant woman who has been treated with surgery or radioactive iodine prior to becoming pregnant should inform her health care provider so her baby can be monitored for thyroid-related problems later in the pregnancy.</s>"
"s is the question: What are the genetic changes related to congenital hypothyroidism ? [/INST] \n Congenital hypothyroidism can result from mutations in at least 18 genes. The most commonly mutated genes, TSHR and thyroid hormone synthesis genes, are responsible for about 60 percent of all cases. Mutations in other genes account for a smaller percentage of cases. In about 10 percent of people with congenital hypothyroidism, the cause of the condition is unknown.  The thyroid gland produces two thyroid hormones, triiodothyronine (T3) and thyroxine","Congenital hypothyroidism can be caused by a variety of factors, only some of which are genetic. The most common cause worldwide is a shortage of iodine in the diet of the mother and the affected infant. Iodine is essential for the production of thyroid hormones. Genetic causes account for about 15 to 20 percent of cases of congenital hypothyroidism.  The cause of the most common type of congenital hypothyroidism, thyroid dysgenesis, is usually unknown. Studies suggest that 2 to 5 percent of cases are inherited. Two of the genes involved in this form of the condition are PAX8 and TSHR. These genes play roles in the proper growth and development of the thyroid gland. Mutations in these genes prevent or disrupt normal development of the gland. The abnormal or missing gland cannot produce normal amounts of thyroid hormones.  Thyroid dyshormonogenesis results from mutations in one of several genes involved in the production of thyroid hormones. These genes include DUOX2, SLC5A5, TG, and TPO. Mutations in each of these genes disrupt a step in thyroid hormone synthesis, leading to abnormally low levels of these hormones. Mutations in the TSHB gene disrupt the synthesis of thyroid hormones by impairing the stimulation of hormone production. Changes in this gene are the primary cause of central hypothyroidism. The resulting shortage of thyroid hormones disrupts normal growth, brain development, and metabolism, leading to the features of congenital hypothyroidism.  Mutations in other genes that have not been as well characterized can also cause congenital hypothyroidism. Still other genes are involved in syndromic forms of the disorder.</s>"
" professional. This is the question: What are the symptoms of Cardiocranial syndrome ? [/] \n What are the signs and symptoms of Cardiocranial syndrome? The Human Phenotype Ontology provides the following list of signs and symptoms for Cardiocranial syndrome. If the information is available, the table below includes how often the symptom is seen in people with this condition. You can use the MedlinePlus Medical Dictionary to look up the definitions for these medical terms. Signs and Symptoms Approximate number of patients (when available) Abnormality of the cardiovascular system 90% Aplasia/Hypoplas","What are the signs and symptoms of Cardiocranial syndrome? The Human Phenotype Ontology provides the following list of signs and symptoms for Cardiocranial syndrome. If the information is available, the table below includes how often the symptom is seen in people with this condition. You can use the MedlinePlus Medical Dictionary to look up the definitions for these medical terms. Signs and Symptoms Approximate number of patients (when available) Cognitive impairment 90% Craniosynostosis 90% Dolichocephaly 90% External ear malformation 90% Hypertelorism 90% Laryngomalacia 90% Low-set, posteriorly rotated ears 90% Short stature 90% Tracheomalacia 90% Trismus 90% Abnormal localization of kidney 50% Atria septal defect 50% Camptodactyly of finger 50% Cryptorchidism 50% Exaggerated cupid's bow 50% Hypoplasia of penis 50% Limitation of joint mobility 50% Polyhydramnios 50% Ptosis 50% Tetralogy of Fallot 50% Vesicoureteral reflux 50% Renal hypoplasia/aplasia 7.5% Ventricular septal defect 7.5% Abnormality of cardiovascular system morphology - Abnormality of the tracheobronchial system - Autosomal recessive inheritance - Growth delay - Intellectual disability - Micropenis - Microphallus - Sagittal craniosynostosis - The Human Phenotype Ontology (HPO) has collected information on how often a sign or symptom occurs in a condition. Much of this information comes from Orphanet, a European rare disease database. The frequency of a sign or symptom is usually listed as a rough estimate of the percentage of patients who have that feature. The frequency may also be listed as a fraction. The first number of the fraction is how many people had the symptom, and the second number is the total number of people who were examined in one study. For example, a frequency of 25/25 means that in a study of 25 people all patients were found to have that symptom. Because these frequencies are based on a specific study, the fractions may be different if another group of patients are examined. Sometimes, no information on frequency is available. In these cases, the sign or symptom may be rare or common.</s>"
"ofessional. This is the question: What are the symptoms of Adult Soft Tissue Sarcoma ? [/] \n Signs and symptoms of adult soft tissue sarcoma include a lump or swelling in soft tissues of the body. The tumors can be small or quite large, and often affect parts of the body such as the arms, legs, and trunk. The tumors may be soft to the touch or hard, and may be painful. However, many tumors do not cause pain. Signs and symptoms depend on the following:         - where the tumor is.    - what the tumor looks like under a microscope.    - how fast the tumor","A sign of adult soft tissue sarcoma is a lump or swelling in soft tissue of the body. A sarcoma may appear as a painless lump under the skin, often on an arm or a leg. Sarcomas that begin in the abdomen may not cause signs or symptoms until they get very big. As the sarcoma grows bigger and presses on nearby organs, nerves, muscles, or blood vessels, signs and symptoms may include:          - Pain.    - Trouble breathing.        Other conditions may cause the same signs and symptoms. Check with your doctor if you have any of these problems.</s>"
" medical professional. This is the question: What causes Autoimmune hemolytic anemia ? [/] \n What causes autoimmune hemolytic anemia? In most cases, the cause of autoimmune hemolytic anemia is unknown. However, in some cases, an underlying infection can cause autoimmune hemolytic anemia. For example, Rocky Mountain spotted fever and infectious mononucleosis (Epstein-Barr virus) have been reported to trigger autoimmune hemolytic anemia. In rare cases, certain drugs may cause autoimmune hemolytic anemia as a side effect. Certain autoimm","What causes autoimmune hemolytic anemia? In about half of cases, the cause of autoimmune hemolytic anemia cannot be determined (idiopathic or primary). This condition can also be caused by or occur with another disorder (secondary) or rarely, occur following the use of certain drugs (such as penicillin) or after a person has a blood and marrow stem cell transplant. Secondary causes of autoimmune hemolytic anemia include:  Autoimmune diseases, such as lupus Chronic lymphocytic leukemia Non-Hodgkin's lymphoma and other blood cancers Epstein-Barr virus Cytomegalovirus Mycoplasma pneumonia Hepatitis HIV</s>"
" What are the treatments for Osteosarcoma and Malignant Fibrous Histiocytoma of Bone ? [/] \n Key Points
                    - There are different types of treatment for patients with osteosarcoma or malignant fibrous histiocytoma of bone.    - Treatment for osteosarcoma or malignant fibrous histiocytoma of bone may cause side effects.    - Three types of standard treatment are used:         - Surgery     - Radiation therapy     - Chemotherapy        - New types of treatment are being tested in clinical trials.         - Targeted therapy        - Patients may","Key Points
                    - There are different types of treatment for patients with osteosarcoma or malignant fibrous histiocytoma (MFH) of bone.    - Children with osteosarcoma or MFH should have their treatment planned by a team of health care providers who are experts in treating cancer in children.     - Treatment for osteosarcoma or malignant fibrous histiocytoma may cause side effects.    - Four types of standard treatment are used:         - Surgery     - Chemotherapy     - Radiation therapy     - Samarium        - New types of treatment are being tested in clinical trials.          - Targeted therapy         - Patients may want to think about taking part in a clinical trial.    - Patients can enter clinical trials before, during, or after starting their cancer treatment.    - Follow-up tests may be needed.
                
                
                    There are different types of treatment for patients with osteosarcoma or malignant fibrous histiocytoma (MFH) of bone.
                    Different types of treatment are available for children with osteosarcoma or malignant fibrous histiocytoma (MFH) of bone. Some treatments are standard (the currently used treatment), and some are being tested in clinical trials. A treatment clinical trial is a research study meant to help improve current treatments or obtain information on new treatments for patients with cancer. When clinical trials show that a new treatment is better than the standard treatment, the new treatment may become the standard treatment.   Because cancer in children is rare, taking part in a clinical trial should be considered. Some clinical trials are open only to patients who have not started treatment.
                
                
                    Children with osteosarcoma or MFH should have their treatment planned by a team of health care providers who are experts in treating cancer in children.
                    Treatment will be overseen by a pediatric oncologist, a doctor who specializes in treating children with cancer. The pediatric oncologist works with other pediatric health care providers who are experts in treating osteosarcoma and MFH and who specialize in certain areas of medicine. These may include the following specialists:         -  Pediatrician.    - Orthopedic surgeon.    -  Radiation oncologist.    -  Rehabilitation specialist.    -  Pediatric nurse specialist.    -  Social worker.    -  Psychologist.
                
                
                    Treatment for osteosarcoma or malignant fibrous histiocytoma may cause side effects.
                    For information about side effects that begin during treatment for cancer, see our Side Effects page.   Side effects from cancer treatment that begin after treatment and continue for months or years are called late effects. Late effects of cancer treatment may include the following:         - Physical problems.    - Changes in mood, feelings, thinking, learning, or memory.    -  Second cancers (new types of cancer).        Some late effects may be treated or controlled. It is important to talk with your child's doctors about the effects cancer treatment can have on your child. (See the PDQ summary on Late Effects of Treatment for Childhood Cancer for more information).
                
                
                    Four types of standard treatment are used:
                    Surgery     Surgery to remove the entire tumor will be done when possible. Chemotherapy may be given before surgery to make the tumor smaller. This is called neoadjuvant chemotherapy. Chemotherapy is given so less bone tissue needs to be removed and there are fewer problems after surgery.     The following types of surgery may be done:            -  Wide local excision: Surgery to remove the cancer and some healthy tissue around it.     -  Limb-sparing surgery: Removal of the tumor in a limb (arm or leg) without amputation, so the use and appearance of the limb is saved. Most patients with osteosarcoma in a limb can be treated with limb-sparing surgery. The tumor is removed by wide local excision. Tissue and bone that are removed may be replaced with a graft using tissue and bone taken from another part of the patient's body, or with an implant such as artificial bone. If a fracture is found at diagnosis or during chemotherapy before surgery, limb-sparing surgery may still be possible in some cases. If the surgeon is not able to remove all of the tumor and enough healthy tissue around it, an amputation may be done.     -  Amputation: Surgery to remove part or all of an arm or leg. This may be done when it is not possible to remove all of the tumor in limb-sparing surgery. The patient may be fitted with a prosthesis (artificial limb) after amputation.     -  Rotationplasty: Surgery to remove the tumor and the knee joint. The part of the leg that remains below the knee is then attached to the part of the leg that remains above the knee, with the foot facing backward and the ankle acting as a knee. A prosthesis may then be attached to the foot.           Studies have shown that survival is the same whether the first surgery done is a limb-sparing surgery or an amputation.    Even if the doctor removes all the cancer that can be seen at the time of the surgery, patients are also given chemotherapy after surgery to kill any cancer cells that are left in the area where the tumor was removed or that have spread to other parts of the body. Treatment given after the surgery, to lower the risk that the cancer will come back, is called adjuvant therapy.       Chemotherapy    Chemotherapy is a cancer treatment that uses drugs to stop the growth of cancer cells, either by killing the cells or by stopping them from dividing. When chemotherapy is taken by mouth or injected into a vein or muscle, the drugs enter the bloodstream and can reach cancer cells throughout the body (systemic chemotherapy). When chemotherapy is placed directly into the cerebrospinal fluid, an organ, or a body cavity such as the abdomen, the drugs mainly affect cancer cells in those areas (regional chemotherapy). Combination chemotherapy is the use of more than one anticancer drug. The way the chemotherapy is given depends on the type and stage of the cancer being treated.    In the treatment of osteosarcoma and malignant fibrous histiocytosis of bone, chemotherapy is usually given before and after surgery to remove the primary tumor.    See Drugs Approved for Bone Cancer for more information.       Radiation therapy     Radiation therapy is a cancer treatment that uses high-energy x-rays or other types of radiation to kill cancer cells or keep them from growing. There are two types of radiation therapy:            -  External radiation therapy uses a machine outside the body to send radiation toward the cancer.     -  Internal radiation therapy uses a radioactive substance sealed in needles, seeds, wires, or catheters that are placed directly into or near the cancer.           The way the radiation therapy is given depends on the type and stage of the cancer being treated.    Osteosarcoma and MFH cells are not killed easily by external radiation therapy. It may be used when a small amount of cancer is left after surgery or used together with other treatments.       Samarium     Samarium is a radioactive drug that targets areas where bone cells are growing, such as tumor cells in bone. It helps relieve pain caused by cancer in the bone and it also kills blood cells in the bone marrow. It also is used to treat osteosarcoma that has come back after treatment in a different bone.    Treatment with samarium may be followed by stem cell transplant. Before treatment with samarium, stem cells (immature blood cells) are removed from the blood or bone marrow of the patient and are frozen and stored. After treatment with samarium is complete, the stored stem cells are thawed and given back to the patient through an infusion. These reinfused stem cells grow into (and restore) the body's blood cells.
                
                
                    New types of treatment are being tested in clinical trials.
                    This summary section describes treatments that are being studied in clinical trials. It may not mention every new treatment being studied. Information about ongoing clinical trials is available from the NCI website.     Targeted therapy      Targeted therapy is a treatment that uses drugs or other substances to find and attack specific cancer cells without harming normal cells. Kinase inhibitor therapy and monoclonal antibody therapy are types of targeted therapy being studied in clinical trials for osteosarcoma.     Kinase inhibitor therapy blocks a protein needed for cancer cells to divide. Sorafenib is a type of kinase inhibitor therapy being studied for the treatment of recurrent osteosarcoma.     Monoclonal antibody therapy is a cancer treatment that uses antibodies made in the laboratory, from a single type of immune system cell. These antibodies can identify substances on cancer cells or normal substances that may help cancer cells grow. The antibodies attach to the substances and kill the cancer cells, block their growth, or keep them from spreading. Monoclonal antibodies are given by infusion. They may be used alone or to carry drugs, toxins, or radioactive material directly to cancer cells. Denosumab, dinutuximab, and glembatumumab are monoclonal antibodies being studied for the treatment of recurrent osteosarcoma.
                
                
                    Patients may want to think about taking part in a clinical trial.
                    For some patients, taking part in a clinical trial may be the best treatment choice. Clinical trials are part of the cancer research process. Clinical trials are done to find out if new cancer treatments are safe and effective or better than the standard treatment.   Many of today's standard treatments for cancer are based on earlier clinical trials. Patients who take part in a clinical trial may receive the standard treatment or be among the first to receive a new treatment.   Patients who take part in clinical trials also help improve the way cancer will be treated in the future. Even when clinical trials do not lead to effective new treatments, they often answer important questions and help move research forward.
                
                
                    Patients can enter clinical trials before, during, or after starting their cancer treatment.
                    Some clinical trials only include patients who have not yet received treatment. Other trials test treatments for patients whose cancer has not gotten better. There are also clinical trials that test new ways to stop cancer from recurring (coming back) or reduce the side effects of cancer treatment.   Clinical trials are taking place in many parts of the country. See the Treatment Options section that follows for links to current treatment clinical trials. These have been retrieved from NCI's listing of clinical trials.
                
                
                    Follow-up tests may be needed.
                    Some of the tests that were done to diagnose the cancer or to find out the stage of the cancer may be repeated. Some tests will be repeated in order to see how well the treatment is working. Decisions about whether to continue, change, or stop treatment may be based on the results of these tests.   Some of the tests will continue to be done from time to time after treatment has ended. The results of these tests can show if your child's condition has changed or if the cancer has recurred (come back). These tests are sometimes called follow-up tests or check-ups.
                
		        
		            Treatment Options for Osteosarcoma and Malignant Fibrous Histiocytoma of Bone
		            
		                
		                    Localized Osteosarcoma and Malignant Fibrous Histiocytoma of Bone
		                    Treatment may include the following:         -  Surgery. Combination chemotherapy is usually given before and after surgery.    - Surgery followed by radiation therapy when the tumor cannot be completely removed by surgery.        Check the list of NCI-supported cancer clinical trials that are now accepting patients with localized osteosarcoma and localized childhood malignant fibrous histiocytoma of bone. For more specific results, refine the search by using other search features, such as the location of the trial, the type of treatment, or the name of the drug. Talk with your child's doctor about clinical trials that may be right for your child. General information about clinical trials is available from the NCI website.
		                
		                
		                    Metastatic Osteosarcoma and Malignant Fibrous Histiocytoma of Bone
		                    Lung Metastasis    When osteosarcoma or malignant fibrous histiocytoma (MFH) spreads, it usually spreads to the lung. Treatment of osteosarcoma and MFH with lung metastasis may include the following:         -  Combination chemotherapy followed by surgery to remove the primary cancer and the cancer that has spread to the lung.         Bone Metastasis or Bone with Lung Metastasis    Osteosarcoma and malignant fibrous histiocytoma may spread to a distant bone and/or the lung. Treatment may include the following:         - Combination chemotherapy followed by surgery to remove the primary tumor and the cancer that has spread to other parts of the body. More chemotherapy is given after surgery.    - Surgery to remove the primary tumor followed by chemotherapy and surgery to remove cancer that has spread to other parts of the body.        Check the list of NCI-supported cancer clinical trials that are now accepting patients with metastatic osteosarcoma and metastatic childhood malignant fibrous histiocytoma of bone. For more specific results, refine the search by using other search features, such as the location of the trial, the type of treatment, or the name of the drug. Talk with your child's doctor about clinical trials that may be right for your child. General information about clinical trials is available from the NCI website.
		                
		                
		                    Recurrent Osteosarcoma and Malignant Fibrous Histiocytoma of Bone
		                    Treatment of recurrent osteosarcoma and malignant fibrous histiocytoma of bone may include the following:         -  Surgery to remove the tumor with or without chemotherapy.    -  Samarium with or without stem cell transplant using the patient's own stem cells, as palliative treatment to relieve pain and improve the quality of life.    - A clinical trial of new types of treatment for patients whose cancer cannot be removed by surgery. These may include targeted therapy such as kinase inhibitor therapy or monoclonal antibody therapy.        Check the list of NCI-supported cancer clinical trials that are now accepting patients with recurrent osteosarcoma and recurrent childhood malignant fibrous histiocytoma of bone. For more specific results, refine the search by using other search features, such as the location of the trial, the type of treatment, or the name of the drug. Talk with your child's doctor about clinical trials that may be right for your child. General information about clinical trials is available from the NCI website.</s>"
"s the question: What are the genetic changes related to spondyloperipheral dysplasia ? [/] \n Mutations in the SLC26A2 gene cause spondyloperipheral dysplasia. The SLC26A2 gene provides instructions for making a protein that transports a particular type of potassium (K) into cells. This potassium helps regulate the movement of other charged atoms (ions), including positively charged sodium (Na+) and calcium ions. The flow of Na+ and Ca2+ ions into and out of cells is important for many cellular functions, including the normal development of bones and cartilage. ","Spondyloperipheral dysplasia is one of a spectrum of skeletal disorders caused by mutations in the COL2A1 gene. This gene provides instructions for making a protein that forms type II collagen. This type of collagen is found mostly in the clear gel that fills the eyeball (the vitreous) and in cartilage. Cartilage is a tough, flexible tissue that makes up much of the skeleton during early development. Most cartilage is later converted to bone, except for the cartilage that continues to cover and protect the ends of bones and is present in the nose and external ears. Type II collagen is essential for the normal development of bones and other connective tissues that form the body's supportive framework.  Mutations in the COL2A1 gene interfere with the assembly of type II collagen molecules, reducing the amount of this type of collagen in the body. Instead of forming collagen molecules, the abnormal COL2A1 protein builds up in cartilage cells (chondrocytes). These changes disrupt the normal development of bones and other connective tissues, leading to the signs and symptoms of spondyloperipheral dysplasia.</s>"
